Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1984,62836,12204292,9614754,2904429,42706,186035305,1293971,29737093,3285599,37946,61786,15544000,7561434,6557581,4621103,9855372,4156819,7531242,88416521,8960679,407225,229923,4350577,9910000,160347,56423,6054123,132383568,255497,218175,451476,1031439,2478382,25607053,108838073,6441865,132446,12078135,1036825000,9530107,9757841,29119673,1996995,29331238,345466,306136,2664223,5751543,10031649,151940,18670,697714,10330213,77858685,406017,73851,5111619,6331764,21763575,1451901708,1758863248,1659131214,341334726,812662240,8843462,47968642,305299134,1946305,38330364,1518617,39374348,412931311,319554132,4881803,700483,56337666,44891,83195,805115,56422072,4622200,12405660,29283,5326362,725694,851276,331552,9895801,98477,52700,7669863,113961,775219,985851909,5397900,4154860,299959473,4680285,6194687,10668095,3118212759,3825225761,707013002,233765804,161523347,473247198,63807,766833410,,3532423,45472791,15190393,239511,4159000,56576718,2306366,2784463,120018000,15483419,19146400,3916400,7447853,62744,42199,40405956,1652150,370037957,3586316,2638054,2111671,3746715,124292,392733317,432185325,258935415,27036,15948487,1533336558,3770062302,1489691,1691255657,3514205,365998,2562047,271918,9061,22002643,28510,2840565,9780872,182850,210648811,74352631,36557,3511126887,1974415,7694855,330593,37241527,188614696,600884,1871090,25500,12636116,1730738,1012221,6964607,15192298,261488476,1162279,151650,6719309,81448755,3642976,14424211,4140099,16477473,8328,3227100,1051527308,1431070,14962381,89213706,2170325,19319746,52827040,13195,3975956,36904134,352822108,3344190,18590138,9996232,3571272,,1555389,931345425,172249,341272,22640547,142745000,5902843,989728215,12418834,16657959,6277424,2732221,262687,3707510,4871035,22549,6614715,,428445000,5096482,429521938,22269313,102829,364733,5127097,1932154,8336605,675239,,64717,10293049,9556,4957558,1433295147,405559692,3140846,51094868,4397562,3166221,378506073,641844,188614696,93788,989728215,429521938,1155074,7135270,48114155,8115,20981776,14082875,50754000,1977790329,2992246,235825000,17615040,103779,16876703,13322,100600,59512619,127049,4755914211,159248,1647000,9213084,31841593,6701540,8562249
1985,63026,11938208,9961997,2964762,44600,191650331,1366164,30216279,3335940,39519,61786,15758000,7564985,6666447,4750837,9858308,4278501,7727907,90764183,8960547,419428,234578,4392131,9975000,164921,56898,6179460,135274080,256263,224449,464266,1069582,2542169,25842116,109338285,6470365,133808,12257236,1051040000,9918196,10070806,29881229,2054312,29951201,355337,311678,2736712,5808179,10097911,152711,19467,703685,10337118,77684873,425613,73201,5113691,6464229,22431502,1475340018,1803032638,1684294889,345006493,817497819,9066109,49258732,305877727,2003937,38469512,1528781,40652141,413924483,327284879,4902206,711775,56654696,45330,85640,827108,56550268,4662900,12783613,29154,5470702,755787,872163,352118,9934300,99946,53200,7884034,116572,770435,992434287,5456200,4281161,307980296,4701417,6337273,10648713,3175484796,3902131632,726646836,240860702,164982451,485786134,64278,784360008,,3538082,47347186,15555800,241405,4233000,56593071,2335510,2900049,120754000,15665595,19877083,3990300,7714880,63986,41866,40805744,1735274,377955085,3687898,2651995,2145754,3873781,126244,400955770,443491288,265497522,27288,16176280,1570680342,3846640305,1526131,1715762762,3544543,366706,2578873,283503,11061,22499110,28832,2867878,10063495,189537,217572788,75983485,38333,3581142783,1981534,7831889,336452,37977086,194494169,605398,1921881,28720,12764387,1780030,1020528,7268267,15598927,263823014,1198148,154450,6915997,83562785,3734341,14491632,4152516,16858310,8501,3247100,1059793756,1498418,15347583,92191510,2219201,19772872,54275822,13528,4081030,37201885,362177640,3377000,18877238,10023613,3676210,,1584640,936158270,177027,370890,22732999,143858000,6146891,1012942302,13118993,17210187,6471327,2735957,270788,3805311,4936807,22798,6648627,,440902238,5220747,441988010,22740402,104924,368638,5161768,1941641,8350386,699080,,65244,10648632,9970,5095401,1456445290,409642794,3252994,52026901,4537822,3244018,386619067,657053,194494169,93896,1012942302,441988010,1170285,7329594,49133937,8219,21633796,14559355,50917000,2010462441,3011519,237924000,18061284,104506,17319520,13956,100760,60896721,129984,4839074592,159990,1682000,9572175,32678874,6923149,8877489
1986,62644,11736179,10320111,3022635,46517,197338142,1446380,30698964,3392264,41119,61754,16018400,7569794,6778624,4886743,9861823,4404506,7930694,93187603,8958171,433480,239017,4435917,10043000,169568,57382,6309130,138108912,257107,230915,478692,1110943,2597761,26100278,109824166,6504124,135249,12445823,1066790000,10307281,10395480,30683869,2112361,30572478,365760,316616,2810242,5855443,10183899,152662,20430,712340,10342227,77720436,454361,72533,5120534,6596962,23102389,1500310487,1847526569,1710989831,348642871,822470024,9292474,50602354,306640638,2064794,38584624,1540190,41965693,415076369,335239402,4918154,718639,56976123,45818,87905,850048,56681396,4704500,13164837,29094,5629418,791147,892522,369023,9967213,100191,53500,8104921,119232,764446,999310957,5524600,4410269,316358131,4721446,6478541,10630564,3234352889,3981206555,746853666,248127801,168374287,498725865,65198,801975244,,3539690,49260255,15909762,243180,4299000,56596155,2358161,3015299,121492000,15852525,20622560,4066500,7960949,65505,41479,41213674,1832310,385849520,3794198,2660872,2158429,3994597,128449,409162927,455193656,272367574,27559,16408859,1608495285,3925425850,1561692,1741726076,3578914,368355,2599892,295591,14559,22980335,29041,2893584,10352120,196264,224549844,77599098,40211,3653058276,1987538,7952865,342121,38698482,200443463,607711,1976310,32370,12808558,1829675,1028360,7666391,16043731,266290660,1239928,157350,7118883,85766399,3823130,14572278,4167354,17239673,8683,3246300,1068350096,1561185,15754507,95215378,2268500,20230384,55755355,13831,4186499,37456119,371878676,3409554,19156795,10032734,3783074,,1609574,941386226,181817,397740,22836841,144894000,6443751,1036437892,13794165,17757491,6670663,2733373,278837,3916685,5002336,23046,6736748,,453741617,5328164,454835629,23219524,107429,374140,5193838,1965964,8369829,723595,,65652,11004272,10357,5247283,1481135087,413657277,3363042,52980094,4687325,3324458,394697207,671752,200443463,94088,1036437892,454835629,1183381,7517858,50128541,8336,22296286,15070302,51097000,2044562991,3030649,240133000,18515578,105217,17772001,14649,100842,62293856,132995,4924736807,160544,1717000,9941109,33495953,7146969,9200149
1987,61833,11604534,10689250,3083605,48455,203084971,1533536,31184415,3451947,42740,61717,16263900,7574586,6893489,5027138,9870234,4535263,8140073,95671163,8971359,448971,243271,4479519,10111000,174320,57849,6442831,140891602,258019,237563,494312,1154906,2646840,26446601,110296425,6545106,136762,12642924,1084035000,10698194,10731064,31528708,2171321,31195413,376654,321135,2884851,5894827,10286643,151456,21544,723376,10347318,77839920,490330,71842,5127024,6729933,23774284,1526774406,1892336374,1739071545,352277839,827505323,9522360,51991700,307488390,2127422,38684815,1552221,43329231,416301856,343415856,4932123,721783,57302663,46349,89979,873867,56802050,4743500,13552021,29115,5801326,831023,912754,382981,10000595,99436,54100,8332446,121919,757448,1006177585,5580500,4542214,325095184,4739745,6618744,10612741,3294789958,4062409115,767619157,255551896,171702763,512067261,66471,819682102,,3540057,51193782,16257070,245859,4369000,56601931,2375393,3131796,122091000,16039251,21382112,4144600,8198082,67248,41041,41621690,1938909,393720726,3905530,2667960,2153316,4109725,130856,417353074,467290514,279547387,27837,16643952,1646753428,4006377627,1596394,1769123547,3616367,370750,2626583,308180,19275,23447252,29168,2918487,10647754,203028,231570113,79200081,42173,3726830240,1992274,8062219,344485,39404335,206447530,608144,2033344,36377,12786349,1879763,1036082,8141146,16522000,268793450,1286797,160500,7328943,88048032,3909671,14665037,4186905,17623693,8865,3274400,1076848314,1619863,16180181,98285755,2318264,20691283,57263836,14123,4292563,37668045,381918512,3441850,19431986,10030031,3891734,,1630891,946693323,186584,422148,22949430,145908000,6779983,1060208539,14445671,18303435,6875754,2774789,286870,4038144,5067537,23295,6862273,,466948587,5419809,468053168,23705899,110254,381037,5222840,1989776,8397804,748632,,68499,11360852,10724,5412847,1507322668,417635059,3471739,53945881,4844002,3407321,402742151,686471,206447530,94321,1060208539,468053168,1194541,7700736,51100924,8485,22971200,15612754,51293000,2080076812,3049581,242289000,18976417,105906,18232730,15407,100901,63701972,136079,5012555212,160965,1753000,10322043,34297727,7372837,9527203
1988,61079,11618005,11068050,3142336,50434,208889682,1627066,31668949,3504659,44343,61771,16532200,7585317,7010027,5168698,9901664,4672852,8356305,98186350,8981446,465198,247451,4509461,10140000,179028,58347,6580312,143627503,258977,244404,509540,1200067,2693973,26791747,110686740,6593386,138245,12847708,1101630000,11094748,11075422,32443781,2231465,31822525,387963,325746,2960929,5930179,10397511,149254,22761,736474,10355276,78144619,528999,71208,5129516,6863441,24443467,1553548245,1937278910,1767429690,355779850,832553366,9755579,53399246,308516473,2185605,38766939,1561900,44757203,417653043,351924856,4946481,722930,57627105,46830,91985,898469,56928327,4790700,13947042,29159,5982486,873444,933045,394961,10036983,98120,54800,8566331,124673,750639,1013181818,5627600,4677024,334249178,4755207,6758223,10596487,3355391536,4144329629,788938093,263097485,174975954,525840608,67926,837468930,,3524949,53077313,16612322,249740,4442000,56629288,2389411,3256558,122613000,16206002,22153676,4218400,8435912,69089,40641,42031247,2034857,401567028,4020811,2684675,2134097,4220450,133367,425524554,479814021,287081457,28129,16878189,1685368183,4088115463,1630996,1796650126,3655049,373450,2653434,320773,24378,23903592,29229,2940177,10952395,209785,238565130,80788721,44083,3801034006,1995513,8171522,347325,40085651,212456887,607413,2089715,40288,12758008,1930433,1043239,8636690,17022465,271349094,1336536,163650,7548433,90395271,3995533,14760094,4209488,18020753,9062,3283400,1085461183,1678110,16610017,101389603,2368551,21153459,58795001,14402,4399324,37824487,392393097,3473898,19708323,10019610,4001681,,1650442,952208537,191266,443605,23057662,146857000,7088191,1084281155,15070082,18867560,7086627,2846108,294972,4156634,5133274,23551,7005234,,480482298,5485282,481594292,24190638,113285,388881,5250596,1995196,8436489,773768,,68755,11719071,11093,5589626,1533819043,421417206,3577468,54891520,5001169,3493895,410761046,701809,212456887,94591,1084281155,481594292,1204153,7880332,52053765,8637,23670808,16180124,51521000,2115665823,3068705,244499000,19443887,106532,18698847,16154,100952,65120439,139315,5101297281,161376,1791000,10730862,35100909,7598275,9849125
1989,61032,11868877,11454777,3227943,52448,214753970,1725681,32148134,3536474,45894,62008,16814400,7619567,7126881,5307069,9937697,4820016,8579823,100695497,8876972,481087,251733,4507824,10170000,183469,58841,6721115,146328304,259957,251458,522179,1244484,2745734,27276781,110801640,6646912,139573,13058758,1118650000,11502449,11425800,33464765,2293166,32457499,399632,331179,3039013,5967018,10503972,146937,24039,751047,10361068,78751283,563864,70723,5132594,6997888,25106190,1579666238,1982160371,1795159128,358915230,837438580,9991870,54788685,309837592,2231141,38827764,1568131,46272299,419073156,360897419,4964371,724594,57940212,47166,94057,923711,57076711,4803300,14353410,29187,6167475,915635,953790,406620,10089498,96924,55300,8805995,127522,745585,1020618218,5686200,4814702,343887505,4767260,6897755,10481719,3414926061,4225751619,810825558,270718948,178209150,540106610,69267,855334678,,3511009,54822003,16994948,252852,4518000,56671781,2403464,3399330,123116000,16249500,22935092,4307500,8691334,70853,40354,42449038,2092777,409391897,4138845,2726440,2106431,4328939,135788,433681416,492803028,295019822,28449,17106753,1724253101,4169378581,1666563,1823252480,3684255,377100,2666955,332783,28722,24355619,29305,2957047,11268658,216510,245453259,82368931,45820,3874358759,1996870,8296915,350722,40731426,218415849,606571,2141011,43540,12805946,1981899,1051260,9075572,17528961,274154622,1386010,166898,7780245,92788027,4082958,14848907,4226901,18445028,9278,3299200,1094539167,1741156,17031547,104512881,2419426,21614193,60340767,14709,4506991,37961529,403416160,3505650,19993755,10005000,4112386,,1670947,958128673,195726,461690,23161458,147721000,7276985,1108702403,15666297,19476647,7303517,2930901,303272,4254444,5200602,23817,7133258,,494286964,5511579,495407391,24669512,116320,397085,5275942,1996351,8492964,798507,,69167,12080444,11548,5773920,1559650576,424805477,3678567,55772169,5149874,3585868,418769923,718741,218415849,94851,1108702403,495407391,1212857,8060210,52992487,8779,24411738,16763042,51773000,2150105658,3088595,246819000,19918119,107071,19166471,16862,101041,66550234,142794,5189996799,161940,1827000,11189177,35930050,7820205,10153852
1990,62149,12412308,11848386,3286542,54509,222653373,1828432,32618651,3538171,47347,62528,17065100,7677850,7159000,5438957,9967379,4978496,8811034,103171956,8718289,495931,256223,4463423,10189000,187552,59326,6864842,149003223,260936,258721,530804,1286756,2806734,27691138,110743128,6715519,140671,13274623,1135185000,11924877,11780088,34612023,2356737,33102575,411594,337950,3119433,6009251,10596987,145400,25312,766615,10333355,79433029,590398,70419,5140939,7133494,25758869,1605187670,2028993607,1822193192,361175670,841520445,10230934,56134475,311262588,2258653,38867322,1569174,47887865,420477979,372396241,4986431,728573,58235697,47274,96301,949488,57247586,4802000,14773277,29147,6352283,955593,975261,419188,10196792,96331,55600,9050115,130482,743309,1028439321,5704500,4955303,354047260,4777368,7037917,10373988,3472779206,4306143231,833364025,278496626,181413402,554867399,70298,873277798,,3513974,56366217,17419113,254826,4660000,56719240,2419906,3565890,123537000,16348000,23724579,4391200,8975597,72400,40259,42869283,2095344,417195821,4258472,2803044,2075912,4436661,138020,441826998,506275612,303390406,28789,17325773,1765242835,4251636963,1703747,1848477109,3697838,381850,2663151,343808,31520,24807462,29438,2969097,11598633,223158,254215138,83943132,47271,3948246557,1996228,8449913,354170,41335199,226259037,606372,2184145,45752,12987292,2034346,1058775,9404500,18029824,277373464,1432905,170899,8026591,95212450,4173434,14951510,4241473,18905478,9505,3329800,1104136517,1812161,17430779,107647921,2470947,22071433,61895160,15058,4615839,38110782,415057375,3537000,20293054,9983218,4223415,1978248,1694332,964232874,199905,476278,23201835,147969407,7288882,1133495196,16233785,20147590,7526307,3047132,311866,4319762,5270079,24125,7225092,7586000,508323569,5492623,509451851,25134362,119209,405168,5299187,1998161,8558835,822420,,69507,12446171,12111,5963252,1584871832,427265655,3774312,56558186,5283814,3683967,426777908,737814,224280789,95069,1133495196,509451851,1221116,8242496,53921760,8913,25203845,17354392,51891400,2183003722,3109601,249623000,20510000,107484,19632665,17489,103963,67988862,146573,5280076284,162803,1862000,11709993,36800509,8036845,10432421
1991,64622,13299017,12248901,3266790,56671,228731685,1937153,33079000,3505258,48685,63367,17284000,7754891,7271000,5564926,10004486,5149499,9050084,105599127,8632367,509760,261008,4369319,10194000,191128,59021,7011453,151648011,261905,266210,534632,1326322,2878509,28037420,110469467,6799978,141467,13495258,1150780000,12362407,12137912,35908244,2422305,33758337,423872,346230,3202085,6058308,10673542,144403,26544,783124,10308578,80013896,606844,70374,5154298,7270409,26400479,1629631635,2073591146,1848222188,363435421,845398091,10472475,57424549,312708137,2266358,38966376,1561314,49609969,421730525,382637815,5013740,735401,58559311,47120,98770,975783,57424897,4835900,15207367,29022,6534939,992673,997522,432853,10319927,96460,55500,9296814,133558,744474,1036687788,5752000,5098591,364782185,4689022,7178607,10373400,3529271857,4385562563,856290706,286142505,184591903,570148201,70932,891273209,,3534235,57679034,17889459,257797,4949000,56758521,2439334,3760496,123921000,16450500,24521703,4463600,9289299,73692,40379,43295704,2031296,424967299,4379236,2921706,2040139,4544242,139995,449938849,520262423,312235599,29159,17535729,1804249923,4331377620,1742539,1872531754,3704134,387000,2650581,353626,32449,25260404,29622,2975523,11942819,229751,261046309,85512623,48404,4019142021,1993302,8635527,363845,41890197,232101440,607105,2217917,46666,13328032,2087912,1070266,9600355,18519937,281077441,1476388,175362,8288735,97667632,4267568,15069798,4261732,19405504,9764,3495100,1114575448,1893768,17813831,110778648,2523118,22522378,63454786,15441,4725547,38246193,427398511,3562110,20609150,9960235,4334345,2068845,1721237,970954802,203726,487353,23001155,148394216,7083935,1158655617,16772694,20891441,7755496,3135083,320780,4348660,5342198,24460,7274030,7595636,522586208,5420171,523726913,25593376,121956,413005,5303294,1999429,8617375,845266,,70439,12815401,12811,6157079,1608999005,429371791,3862992,57232465,5400630,3789185,434776642,759527,230032595,95246,1158655617,523726913,1229103,8427857,54840590,9026,26056594,17953531,52000500,2214892098,3131660,252981000,20952000,107776,20096317,18006,104807,69436954,150716,5368065408,163997,1898000,12302124,37718950,8246656,10680995
1992,68235,14485546,12657366,3247039,58888,232956352,2052891,33529326,3442817,49896,64471,17495000,7840709,7382000,5685565,10045158,5331803,9297113,107983704,8540164,523086,266029,4233676,10216000,194324,58595,7160920,154259380,262886,273892,534516,1363554,2959236,28371264,110111454,6875364,142006,13719819,1164970000,12812421,12499499,37333914,2489952,34422569,436448,355757,3286520,6112815,10736387,143912,27780,800611,10319123,80624598,615054,70544,5171370,7408342,27028326,1652528229,2117785722,1872480731,365331302,848877903,10716129,58666814,314162058,2257596,39157685,1533091,51423585,422963892,393457409,5041992,744469,58851217,46739,101389,1002579,57580402,4873500,15653336,28840,6716038,1027475,1020350,447266,10399061,97165,55300,9544055,136692,748602,1042741821,5800500,5244678,376055904,4575818,7319493,10369341,3583653517,4463427780,879774263,293874927,187739786,585899336,71254,909307016,,3558430,58780370,18402734,261057,5123000,56797087,2461049,3977672,124229000,16439095,25326078,4515400,9623889,74766,40697,43747962,,432695338,4500351,3076132,2001624,4650885,141760,458011037,534731006,321531045,29553,17736821,1843386680,4409608111,1782285,1892668358,3700114,392175,2614338,362311,31811,25711406,29865,2977130,12301336,236265,265656619,87075138,49245,4088077066,1988659,8850334,367618,42401684,237828663,608516,2243495,46476,13806001,2142645,1084441,9685973,19002656,284943859,1516958,179799,8566770,100161710,4364512,15184166,4286401,19938320,10030,3531700,1124867021,1983275,18156566,113911126,2575954,22966818,65020116,15856,4836217,38363667,440397767,3585176,20937404,9952494,4445016,2163591,1750921,977682877,207245,495395,22794284,148538197,6702244,1184133314,17282691,21696244,7990096,3230698,329995,4347724,5416323,24822,7295384,7646424,537091265,5305457,538246469,26020302,124576,420655,5305016,1996498,8668067,866993,,70763,13187663,13632,6356748,1631566815,431065071,3945905,57811021,5502494,3899843,442751039,783198,235665072,95399,1184133314,538246469,1236683,8613861,55748948,9112,26961197,18561674,52150400,2244690386,3154464,256514000,21449000,107950,20557683,18438,105712,70883481,155170,5452349932,165490,1932000,12954155,38672607,8451347,10900502
1993,72504,15816603,13075049,3227287,60971,239243261,2173139,33970111,3363108,51020,65777,17667000,7905633,7495000,5798053,10084475,5521763,9552476,110350639,8472313,536210,271069,4078937,10239000,197622,58910,7312850,156849078,263874,281681,532596,1399110,3046149,28684764,110041924,6938265,142415,13944937,1178440000,13271643,12864090,38815834,2559873,35091275,449274,366053,3372298,6170351,10789306,144299,29069,818746,10329855,81156363,618495,70831,5188628,7546463,27635515,1674580231,2161761711,1895897521,366703368,851923757,10961466,59880658,315449099,2238626,39361262,1494128,53295566,424341130,404641095,5066447,754963,59106768,46266,103915,1029778,57718614,4911100,16106765,28675,6897166,1060862,1043423,462637,10460415,98230,55200,9790619,139818,754144,1050717710,5901000,5394412,387705076,4600463,7460689,10357523,3636903390,4540549133,903645743,301679813,190851175,601965930,71428,927403860,,3576261,59723764,18955085,263725,5261000,56831821,2484581,4201555,124536000,16330419,26136216,4516700,9970733,75716,41135,44194628,,440382414,4619944,3246126,1976699,4755133,143409,466051606,549559264,331155718,29975,17924823,1882431404,4486793824,1822236,1913771949,3682613,397475,2563290,370199,30200,26155203,30146,2973114,12675460,242605,272107828,88625440,49831,4155638106,1984028,9087176,371308,42890002,243429290,610170,2263186,45758,14370946,2198532,1097374,9710331,19484898,288662674,1555101,184496,8860287,102700753,4462497,15290368,4311991,20489975,10287,3572200,1134697663,2072104,18476081,117086685,2629580,23408131,66593904,16290,4949051,38461408,453849633,3615497,21265834,9964675,4555521,2262676,1782120,984081938,210642,501479,22763280,148458777,6263757,1209847786,17763298,22527834,8226760,3313471,339504,4328957,5490477,25209,7315865,7699307,551850735,5185699,553020362,26428552,127062,428030,5325305,1991746,8718561,887706,,72253,13565072,14526,6563922,1653289954,432528519,4029053,58337773,5593315,4010789,450695898,806860,241166614,95557,1209847786,553020362,1243616,8795932,56653804,9194,27887203,19175988,52179200,2273206702,3177745,259919000,21942000,108033,21016901,18786,106578,72300308,159744,5537511534,167119,1965000,13634076,39633750,8656486,11092766
1994,76700,17075727,13503747,3207536,62677,245449409,2294385,34402672,3283667,52095,67204,17855000,7936118,7597000,5898967,10115603,5714220,9816588,112737683,8443591,549583,275846,3936524,10227000,201680,59320,7466793,159432716,264893,289454,531897,1434059,3135015,29000663,110021594,6993795,142863,14166340,1191835000,13735433,13230984,40252975,2632345,35758979,462277,376407,3458834,6227335,10838462,144630,30514,837110,10333587,81438348,622366,71043,5206180,7683707,28213774,1696464141,2205758894,1919359723,367495486,854031998,11208001,61095804,316366779,2218430,39549108,1462514,55180998,425399124,415886665,5088333,765609,59327192,45856,106030,1057255,57865745,4836076,16561674,28602,7081116,1094212,1066346,479098,10512922,99352,55500,10037522,142802,758896,1058314874,6035400,5548960,399503946,4652024,7602320,10343355,3689394014,4617186584,927792570,309568081,193917462,618224489,71661,945601831,,3590386,60590614,19539340,266021,5399000,56843400,2509043,4410359,124961000,16095199,26950513,4515100,10317899,76670,41617,44641540,,448036597,4735845,3403357,1986493,4854875,145083,474058648,564581083,340941571,30426,18094477,1921274347,4563472320,1861324,1934414297,3657144,402925,2520742,377798,28484,26584478,30435,2964277,13066543,248588,278384965,90156400,50215,4222530749,1981703,9334880,374797,43383428,248897270,611389,2280479,45364,14948048,2255516,1112846,9745690,19977500,292185983,1591822,189482,9168312,105293700,4559006,15382838,4336613,21040904,10498,3620000,1144072691,2148419,18801065,120362762,2684116,23851408,68180859,16717,5065661,38542652,467465199,3649237,21577982,9991525,4666094,2366298,1812834,989857263,214197,507041,22730211,148407912,5936261,1235693869,18214470,23338464,8461068,3419048,349281,4309775,5561919,25582,7372598,7734639,566884957,5111365,568072008,26841234,129427,435105,5346331,1989443,8780745,907620,,74205,13950476,15407,6781053,1674861279,433420373,4120616,58875269,5679167,4115102,458608083,827825,246530972,95739,1235693869,568072008,1249520,8967916,57564204,9252,28792639,19793541,51921400,2301256402,3201151,263126000,22377000,108053,21474549,19074,107318,73651218,164129,5621787194,168694,1997000,14297613,40564059,8869740,11261744
